,movie,year,rate,votes,description,genre,minutes,director
738,Pelea de profes,2017,5.6,31801,"    When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.","
Comedy            ",91,Richie Keen
739,Rings,2017,4.5,31777,    A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.,"
Drama, Horror, Romance            ",102,F. Javier Gutiérrez
740,La jungla,I 2017,6.7,31435,"    A group of friends join a guide for a trek into the Bolivian jungle, searching for an Indian village. The men soon realize that the jungle is a difficult place to be.","
Action, Adventure, Biography            ",115,Greg McLean
741, Juego de tronos,2011– ,9.3,30869,    Jon and Daenerys finally meet. Cersei gains a new ally. Sansa receives an unexpected visitor. Sam is confronted for his actions.,"
Action, Adventure, Drama            ",63,Mark Mylod
742, Black Mirror,2011– ,8.3,30712,    Capt. Robert Daly presides over his crew with wisdom and courage. But a new recruit will soon discover nothing on this spaceship is what it seems.,"
Drama, Sci-Fi, Thriller            ",76,Toby Haynes
743,Enganchados a la muerte,2017,5.2,29769,"    Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.","
Drama, Sci-Fi, Thriller            ",109,Niels Arden Oplev
744, Juego de tronos,2011– ,9.0,29737,    Daenerys receives an unexpected visitor. Jon faces resistance. Tyrion plans the conquest of Westeros. Cersei gathers her allies. Arya has a reunion with old friends. Sam risks his career and life.,"
Action, Adventure, Drama            ",59,Mark Mylod
745,1922,2017,6.3,29707,"    A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.","
Crime, Drama, Horror            ",102,Zak Hilditch
746,Mudbound,2017,7.4,29515,"    Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.","
Drama, War            ",134,Dee Rees
747, Black Mirror,2011– ,8.8,29415,"    Paired up by a dating program that puts an expiration date on all relationships, Frank and Amy soon begin to question the system's logic.","
Drama, Sci-Fi, Thriller            ",51,Timothy Van Patten
748,Atípico,2017– ,8.4,29378,"    Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.","
Comedy, Drama            ",30,Jennifer Jason Leigh
749,Casa Casino,I 2017,5.6,29310,"    After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.","
Comedy, Crime            ",88,Andrew Jay Cohen
750,Manhunt: Unabomber,2017– ,8.2,29208,"    An in-depth look at how an FBI profiler helped track down the terrorist Ted Kaczynski, the Unabomber.","
Crime, Drama            ",60,Sam Worthington
751, Juego de tronos,2011– ,9.0,28921,    Daenerys demands loyalty from the surviving Lannister soldiers; Jon heeds Bran's warning about White Walkers on the move; Cersei vows to vanquish anyone or anything that stands in her way.,"
Action, Adventure, Drama            ",59,Matt Shakman
752,Hasta los huesos,I 2017,6.9,28844,"    A young woman, dealing with anorexia, meets an unconventional doctor who challenges her to face her condition and embrace life.","
Drama            ",107,Marti Noxon
753,Stronger,I 2017,7.0,28348,"    Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.","
Biography, Drama            ",119,David Gordon Green
754,La casa de la esperanza,2017,7.0,28085,"    The Zookeeper's Wife tells the account of keepers of the Warsaw Zoo, Antonina and Jan Zabinski, who helped save hundreds of people and animals during the German invasion.","
Biography, Drama, History            ",127,Niki Caro
755,Descontroladas,2017,4.4,27912,"    When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.","
Action, Adventure, Comedy            ",90,Jonathan Levine
756,GLOW,2017– ,8.1,27077,    A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.,"
Comedy, Drama, Sport            ",35,Alison Brie
757,Plan de chicas,2017,6.2,26585,"    When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling, and romancing to make the Big Easy blush.","
Comedy, Drama            ",122,Malcolm D. Lee
758,Suburbicón,2017,5.6,26574,"    As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family.","
Crime, Drama, Mystery            ",105,George Clooney
759,The Meyerowitz Stories (New and Selected),2017,7.0,26520,    An estranged family gathers together in New York City for an event celebrating the artistic work of their father.,"
Comedy, Drama            ",112,Noah Baumbach
760,Secuestrado,2017,5.9,26473,    A mother stops at nothing to recover her kidnapped son.,"
Action, Crime, Drama            ",95,Luis Prieto
761,El gran desmadre (Malas madres 2),2017,5.5,26465,"    As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","
Adventure, Comedy            ",104,Jon Lucas
762,La maravillosa Sra. Maisel,2017– ,8.7,25732,    A housewife in the 1950s decides to become a stand-up comic.,"
Comedy, Drama            ",57,Matilda Szydagis
763,Verónica,I 2017,6.2,25171,"    Madrid, 1991. A teen girl finds herself besieged by an evil supernatural force after she played Ouija with two classmates.","
Horror            ",105,Paco Plaza
764,Big Mouth,2017– ,8.1,25074,    Teenage friends find their lives upended by the wonders and horrors of puberty.,"
Animation, Comedy, Romance            ",30,Nick Kroll
765,Ícaro,I 2017,7.9,24475,"    When Bryan Fogel sets out to uncover the truth about doping in sports, a chance meeting with a Russian scientist transforms his story from a personal experiment into a geopolitical thriller...                See full summary »","
Documentary, Sport, Thriller            ",121,Bryan Fogel
766, Black Mirror,2011– ,7.3,24244,"    After nearly losing her daughter, a mother invests in a new technology that allows her to keep track of her.","
Drama, Sci-Fi, Thriller            ",52,Jodie Foster
767,Ingrid Goes West,2017,6.6,23985,    An unhinged social media stalker moves to LA and insinuates herself into the life of an Instagram star.,"
Comedy, Drama            ",98,Matt Spicer
768,La cabaña,I 2017,6.3,23437,"    A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""","
Drama, Fantasy            ",132,Stuart Hazeldine
769,Noche de venganza,III 2017,5.6,23261,    A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.,"
Action, Crime, Thriller            ",95,Baran bo Odar
770,"El amor lo es todo, todo",2017,6.4,23256,    A teenager who's spent her whole life confined to her home falls for the boy next door.,"
Drama, Romance            ",96,Stella Meghie
771,Ayla: The Daughter of War,2017,8.9,22639,"    In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »","
Drama, History, War            ",125,Can Ulkay
772,The Discovery,I 2017,6.3,22450,"    Two years after the afterlife is scientifically proven, a man attempts to help a young woman break away from her dark past.","
Drama, Mystery, Romance            ",102,Charlie McDowell
773, Black Mirror,2011– ,7.3,22341,    A woman interviews various people using a device that allows her to access their memories.,"
Drama, Sci-Fi, Thriller            ",59,John Hillcoat
774,La reina Victoria y Abdul,2017,6.8,22049,    Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,"
Biography, Drama, History            ",111,Stephen Frears
775,The Gifted: Los elegidos,2017– ,7.6,21962,"    In a world where mutated humans are treated with distrust and fear, an institute for mutants battles to achieve peaceful co-existence with humanity.","
Action, Drama, Fantasy            ",43,Stephen Moyer
776, Sherlock,2010– ,9.2,21843,    Sherlock goes up against the powerful and seemingly unassailable Culverton Smith - a man with a very dark secret indeed.,"
Crime, Drama, Mystery            ",89,Nick Hurran
777,What the Health,2017,7.8,21615,"    An intrepid filmmaker on a journey of discovery as he uncovers possibly the largest health secret of our time and the collusion between industry, government, pharmaceutical and health organizations keeping this information from us.","
Documentary            ",97,Kip Andersen
778,El teniente otomano,2017,6.7,21567,    The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.,"
Drama, War            ",106,Joseph Ruben
779, Black Mirror,2011– ,8.7,21416,"    A woman enters the Black Museum, where the proprietor tells his stories relating to the artefacts.","
Drama, Sci-Fi, Thriller            ",69,Colm McCarthy
